GW Watershed name,IWM MICROBASIN,GW Village name,IWM VILLAGE
ATP_C_65_Budedu,ATP_C_65_BUDEDU-MB,Sirivaram,Sirivaram
ATP_C_63_Lepakshi,ATP_C_63_LEPAKSHI-MB,Sirivaram,Sirivaram
ATP_D_46_Basavanahalli,ATP_D_46_BASAVANAHALLI-MB,Sivaram,Sivaram
ATP_C_66_Salakamcheruvu,ATP_C_66_SALAKAMCHERUVU-MB,Sodanapalli,Sodanapalle
ATP_D_46_Sollapuram,ATP_D_46_SOLLAPURAM (PART-MB,Sollapuram,Sollapuram
 ATP_C_67_Somagatta ,ATP_C_67_SOMAGATTA-MB,Somagatta,Somaghatta
ATP_C_66_Ananthapuramu,ATP_C_66_ANANTAPUR-MB,Somaladoddi,Somanadoddi
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Somalapuram,Somalapuram
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Somandepalli,Somandepalle-1
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Somayajulapalli,Somayajulapalle-1
ATP_D_46_Beluguppa,ATP_D_46_BELUGUPPA-MB,Sree Rangapuram,Sreerangapuram-1
ATP_D_46_Kadlur,ATP_D_46_KADLUR-MB,Sreedharagatta,Sreedharaghattu
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Sreekatapuram,Sreekanthapuram  (Rural)
ATP_C_67_Kunuthuru,ATP_C_67_KUNUTHURU-MB,Subbaraopeta ,Subbaraopeta
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,Sunnampalli,Sunnampalle
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Surepalli,Surepalli
 ATP_C_69_Kokkanti ,ATP_C_69_KOKKANTI-MB,T.Sadam,T.Sadum
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Tabjula,Tabjula
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Tadimarri,Tadimarri-1
ATP_C_65_Tadipatri,ATP_C_65_TADIPATRI (PART)-MB,Tadipatri,Tadpatri (Rural)
ATP_C_66_Thumucherla,ATP_C_66_THUMUCHERLA-MB,Tagarakunta,Thogarakunta-1
ATP_C_67_Talamarla,ATP_C_67_TALAMARLA-MB,Talamarla,Talamarla
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Talamarlavandlapalli,Talamarlavandla Palle
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Talapula,Talupula-1
ATP_C_65_Alluru,ATP_C_65_ALLURU (PART)-MB,Talaricheruvu,Talaricheruvu
ATP_D_46_Rayadurg,ATP_D_46_RAYADURG-MB,Tallakera,Tallakera
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,Talupuru,Talupuru
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Tamballapalli,Thamballapalle-1
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Tanakal,Tanakal-1
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,Tangedukunta,Tangedukunta
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,Tappetavaripalli,Thappetavaripalle
ATP_C_65_Tarimala,ATP_C_65_TARIMALA-MB,Tarimela,Tarimela-1
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Taticherla,Thaticherla
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Tatrakal,Thatrakal
 ATP_C_69_Kokkanti ,ATP_C_69_KOKKANTI-MB,Tavalam,Tavalam
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Tavalamarri,Tavalamarri
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Tekuledu,Tekulodu
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Teliki,Teliki
ATP_D_46_Beluguppa,ATP_D_46_BELUGUPPA-MB,Thagguparthi,Thagguparthy
ATP_D_46_Amarapuram,ATP_D_46_AMARAPURAM-MB,Thammadehalli ,Thammadehalli
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,Theetakal,Theetakal
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Thimmanaacherla,Thimmanacherla
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,Thimmanayanipalyam,Thimmanayanipalem
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Thimmapuram,Thimmapuram-5
ATP_C_46_Enumuladoddi ,ATP_C_64_ENUMULADODDI-MB,Thimmapuram,Thimmapuram-5
ATP_C_65_Igaduru,ATP_C_65_IGADURU-MB,Thimmapuram,Thimmapuram-5
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,Thimmapuram,Thimmapuram-5
ATP_C_64_Nutimadugu,ATP_C_64_NUTIMADUGU-MB,Thimmasamudram,Thimmasamudram-1
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Thingepalli,Thungepalle
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Thippabatlapalli,Thippa Batlapalle
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,Thippepalle,Thippepalle
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Thirumalapuram,(Shro) Thirumalapuram
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Thirumalapuram,Thirumalapuram-1
ATP_C_65_Kristipadu,ATP_C_65_KRISTIPADU (PART)-MB,Thondapadu,Thondapadu
ATP_C_66_Kurugunta,ATP_C_66_KURUGUNTA-MB,Thopudurthi,Thopudurthi
ATP_D_46_Sollapuram,ATP_D_46_SOLLAPURAM (PART-MB,Thumbiganur,Thumbiganur
ATP_D_46_Agali,ATP_D_46_AGALI-MB,Thumbinakunta,Tubinakunta
ATP_C_59_Amadaguru,ATP_C_67_AMADAGURU-MB,Thummala,Thummala-1
ATP_C_67_Kunuthuru,ATP_C_67_KUNUTHURU-MB,Thummala ,Thummala
ATP_C_69_Velichalamala,ATP_C_69_VELICHALAMALA (PART)-MB,Thummalabylu,Thummalabylu
ATP_C_67_Kadiri,ATP_C_67_KADIRI-MB,Thummalakuntapalli,Thummalakuntla Palle
ATP_C_66_Thumucherla,ATP_C_66_THUMUCHERLA-MB,Thumucherla,Thumucherla
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Thumukunta,Thumukunta-2
ATP_C_65_Kristipadu,ATP_C_65_KRISTIPADU (PART)-MB,Thutrallapalli,Tutrallapalle
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Tirumaladevarapalli,Tirumaladevarahalli
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Tirumaladevarapalli,Tirumaladevarahalli
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Tungodu,Tungodu
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Turakalapatnam,Thurakalapatnam
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Turakapalli,Turakapalle
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Ubicherla,Ubicherla
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Ubicherla,Ubicherla
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Uddehal,Uddehal
ATP_D_46_Kanekal,ATP_D_46_KANEKAL-MB,Udegolam,Udegolam
ATP_C_64_Udiripikonda,ATP_C_64_UDIRIPIKONDA-MB,udipirikonda,Udiripikonda
 ATP_C_67_Kurli,ATP_C_67_KURLI (PART)-MB,Udumulakurthi,Udumulakurthy
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Ulavalavandlapalli,Ulavalavandlapalle
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Ullikallu,Ullikallu
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Undabanda,Undabanda
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Unthakallu,Untakal
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,Uppalapadu,Uppalapadu-4
ATP_C_66_Hampapuram,ATP_C_66_HAMPAPURAM-MB,Upparapalli,Upparapalle-1
ATP_C_63_Madakasira,ATP_C_63_MADAKASIRA-MB,Upparlahalli,Upparlahalli
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Uravakonda,URAVAKONDA-1
ATP_C_65_Urachinthala,ATP_C_65_URACHINTHALA (PART)-MB,Urichintala,Uruchinthala
ATP_C_65_Utakal,ATP_C_65_UTAKALLU (PART)-MB,Utakallu,Utakallu
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Utakuru,Utakur
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Vadigepalli,Vadigepalle
ATP_D_46_Kanekal,ATP_D_46_KANEKAL-MB,Vadrahonnur,Vadrahonnur
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Vajrakaruru,Vajrakarur-1
ATP_D_46_Amarapuram,ATP_D_46_AMARAPURAM-MB,Valasa ,Valasa
 ATP_C_67_VonavoluG,ATP_C_67_VONAVOLU-MB,Vanavolu,Vanavolu
ATP_C_67_Talamarla,ATP_C_67_TALAMARLA-MB,Vangampalli,Vangampalle
ATP_C_65_Tadipatri,ATP_C_65_TADIPATRI (PART)-MB,Vanganuru,Vanganur
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Vankamaddi,Vankamaddi
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Vankarajukalva,Vankarajukalva
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Vankarakunta,Vankarakunta
ATP_C_64_Palavai,ATP_C_64_PALAVAI-MB,Varli,Varli
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,vasudevapuram,Vasudevapuram-1
ATP_D_46_Basavanahalli,ATP_D_46_BASAVANAHALLI-MB,Veerabommanahalli,Veerabommana Halli
ATP_C_67_Kadiri,ATP_C_67_KADIRI-MB,Veeraobannapalli,Veeraobanapalle
ATP_D_46_Rayadurg,ATP_D_46_RAYADURG-MB,Veerapuram,Veerapuram-1
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Veerapuram,Veerapuram-1
ATP_C_65_Tadipatri,ATP_C_65_TADIPATRI (PART)-MB,Veerapuram ,Veerapuram
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Velagamakulapalli,Velagamakulapalle
ATP_C_65_Alluru,ATP_C_65_ALLURU (PART)-MB,Velamakur,Velamakur
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Veldurthi ,Veldurthi-3
ATP_C_69_Velichalamala,ATP_C_69_VELICHALAMALA (PART)-MB,Velichelamala,Velichelimala
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Velidadakala,Velidadakala
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Veligonda,Veligonda
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Vellamaddi,Vellamaddi
ATP_D_46_Donekal,ATP_D_46_DONEKAL (PART)-MB,Velpumadugu,Velpumadugu
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Vemulapadu,Vemulapadu-1
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Vemulapalli,Vemulapalle
ATP_C_67_Talamarla,ATP_C_67_TALAMARLA-MB,Vemuletipalli,Vemuletipalle
ATP_C_67_Pamudurthi,ATP_C_67_PAMUDURTHI-MB,Vengalammacheruvu,Vengalammacheruvu
ATP_C_64_Ramapuram,ATP_C_64_RAMAPURAM-MB,venkatampalle,Venkatampalle-1
ATP_C_66_Narpala,ATP_C_66_NARPALA-MB,Venkatampalli,Venkatampalle-2
ATP_C_65_Gudipadu ,ATP_C_65_GUDIPADU_NC_PART KNL-MB,Venkatampalli,Venkatampalle-2
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Venkatampuram,Venkatapuram-3
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,Venkatapuram,Venkatapuram-4
 ATP_C_67_Cheekatimanapalli,ATP_C_69_CHEEKATIMANIPALLI (PAR-MB,Venkatarayanipalle,Venkatrayanipalle
ATP_C_67_Yellanur,ATP_C_67_YELLANUR (PART)-MB,Vennapusapalli,Vennapurapalle
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Vepamanipeta,Vepamampeta
ATP_D_46_Bhupasamudram,ATP_D_46_BHUPASAMUDRAM-MB,Veparala,Veparalla
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Veparala,Veparalla
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,Vepulaparthi,Vepalaparthy
ATP-D-46-Havalgi ,ATP_D_46_HAVALIGI (PART-MB,Vidapanakal,Vidapanakal-1
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Virupapuram,Virupapuram-2
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Virupapuram,Virupapuram-2
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Vittapalli,Vittapalle
ATP-D-46-Havalgi ,ATP_D_46_HAVALIGI (PART-MB,Vyasapuram,Vyasapuram
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,W.Kodipalli,West Kodipalle
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Y.Chinthakayamanda,Y.Chintakayamanda
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,Y.Rampuram,Y.Rampuram
ATP_C_65_Midthuru,ATP_C_65_MIDTHURU-MB,Y.T.Cheruvu,Yerrathimmarayachervu
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Yadiki,Yadiki-1
ATP_C_63_Lepakshi,ATP_C_63_LEPAKSHI-MB,Yagnisettipalli,Yagnisettipalle
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,Yatakal,Yatakal
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Yedururu,Edurur
ATP_C_67_Yellanur,ATP_C_67_YELLANUR (PART)-MB,Yellanur ,Yellanur-1
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,Yellareddypalli,Thappetavaripalle
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Yellutla,Ellutla-1
ATP_C_46_Enumuladoddi ,ATP_C_64_ENUMULADODDI-MB,Yenumuladoddi,Yenumaladoddi
ATP_C_63_Madakasira,ATP_C_63_MADAKASIRA-MB,Yerrabommanahalli,Yerrabommanahalli
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Yerradoddi,Yerradoddi-1
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Yerragudi,Erragudi
ATP_D_46_Beluguppa,ATP_D_46_BELUGUPPA-MB,Yerragudi ,Yerragudi-2
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Yerragunta,Yerragunta-2
ATP_C_65_Budedu,ATP_C_65_BUDEDU-MB,Yerraguntla,Yerraguntla-3
ATP_D_46_Kadlur,ATP_D_46_KADLUR-MB,Yerraguntla,Yerraguntla-3
ATP_D_46_Settur,ATP_D_46_SETTUR-MB,Yerrakondapuram,Yerrakondapuram
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Yerramanchi,Erramanchi
 ATP_C_67_Somagatta ,ATP_C_67_SOMAGATTA-MB,Yerrasingepalli,Yerrasingepalle
