Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
779,11_C_65_56,KDP_C_71_56_Ramapuram,1,Guvvalacheruvu,,1795,1795,98725,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370010101,1,Guvvalacheruvu
780,11_C_65_56,KDP_C_71_56_Ramapuram,2,Gopagudipalli,,4035,4035,221925,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370020102,2,Gopagudipalli
781,11_C_65_56,KDP_C_71_56_Ramapuram,3,Neelakantraopet,,1893,1893,104115,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370030104,3,Neelakantraopet
782,11_C_65_56,KDP_C_71_56_Ramapuram,4,Kalpanayunicheruvu,,1514,1514,83270,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370040105,4,Kalpanayunicheruvu
783,11_C_65_56,KDP_C_71_56_Ramapuram,5,Suddamala,,2628,2628,144540,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370050106,5,Suddamala
784,11_C_65_56,KDP_C_71_56_Ramapuram,6,Nallaguttapalli,,4460,4460,245300,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370060107,6,Nallaguttapalli
785,11_C_65_56,KDP_C_71_56_Ramapuram,7,Saraswatipalli,,1337,1337,73535,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370070108,7,Saraswatipalli
786,11_C_65_56,KDP_C_71_56_Ramapuram,8,Rachapalli,,4251,4251,233805,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,11153370080109,8,Rachapalli
787,11_C_65_56,KDP_C_71_56_Ramapuram,3,Vongimalla,,5688,5688,312840,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,38,Veeraballi,11153380030102,3,Vongimalla
788,11_C_65_56,KDP_C_71_56_Ramapuram,Z,RF,,,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_56,KDP_C_71_56_Ramapuram,11,YSR Kadapa,37,Ramapuram,,Z,RF
789,11_C_65_57,KDP_C_71_57_L.R.PALLI,3,Gudlavaripalli,,194,194,10670,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360030105,3,Gudlavaripalli
790,11_C_65_57,KDP_C_71_57_L.R.PALLI,4,Anantapuram,,2359,2359,129745,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360040107,4,Anantapuram
791,11_C_65_57,KDP_C_71_57_L.R.PALLI,5,Lakkireddipalli,,10303,10303,566665,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360050107,5,Lakkireddipalli
792,11_C_65_57,KDP_C_71_57_L.R.PALLI,6,Dappepalli,,3536,3536,194480,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360060108,6,Dappepalli
793,11_C_65_57,KDP_C_71_57_L.R.PALLI,7,Pandillapalli,,2753,2753,151415,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360070109,7,Pandillapalli
794,11_C_65_57,KDP_C_71_57_L.R.PALLI,8,Narahari Bhatlapalli,,521,521,28655,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360080110,8,Narahari Bhatlapalli
795,11_C_65_57,KDP_C_71_57_L.R.PALLI,9,Somabhatlapalli,,0,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360090110,9,Somabhatlapalli
796,11_C_65_57,KDP_C_71_57_L.R.PALLI,10,Kurnoothala,,4451,4451,244805,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360100110,10,Kurnoothala
797,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,Maddirevula,,2350,2350,129250,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,36,Lakkireddipalli,11153360110112,11,Maddirevula
798,11_C_65_57,KDP_C_71_57_L.R.PALLI,9,Hasanapuram,,4499,4499,247445,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,37,Ramapuram,11153370090110,9,Hasanapuram
799,11_C_65_57,KDP_C_71_57_L.R.PALLI,10,Chitlur,,4206,4206,231330,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,37,Ramapuram,11153370100111,10,Chitlur
800,11_C_65_57,KDP_C_71_57_L.R.PALLI,1,Guntimadugu,,769,769,42295,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,49,Rayachoty,11152490010101,1,Guntimadugu
801,11_C_65_57,KDP_C_71_57_L.R.PALLI,Z,RF,,,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_57,KDP_C_71_57_L.R.PALLI,11,YSR Kadapa,Z,RF,,Z,RF
802,11_C_65_58,KDP_C_71_58_Veeraballi,12,Kakulavaram,,846,846,46530,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,36,Lakkireddipalli,11153360120113,12,Kakulavaram
803,11_C_65_58,KDP_C_71_58_Veeraballi,11,Bandlapalli,,4080,4080,224400,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,37,Ramapuram,11153370110112,11,Bandlapalli
804,11_C_65_58,KDP_C_71_58_Veeraballi,12,Pothukurupalli,,522,522,28710,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,37,Ramapuram,11153370120112,12,Pothukurupalli
805,11_C_65_58,KDP_C_71_58_Veeraballi,4,Somavaram,,1975,1975,108625,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,11153380040103,4,Somavaram
806,11_C_65_58,KDP_C_71_58_Veeraballi,5,Veeraballi,,8720,8720,479600,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,11153380050104,5,Veeraballi
807,11_C_65_58,KDP_C_71_58_Veeraballi,6,Peddiveedu,,3523,3523,193765,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,11153380060106,6,Peddiveedu
808,11_C_65_58,KDP_C_71_58_Veeraballi,7,Matli,,6836,6836,375980,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,11153380070107,7,Matli
809,11_C_65_58,KDP_C_71_58_Veeraballi,8,Odiveedu,,2579,2579,141845,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,11153380080109,8,Odiveedu
810,11_C_65_58,KDP_C_71_58_Veeraballi,1,Polymerapalle,,4668,4668,256740,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,46,T.Sundupalli,11152460010101,1,Polymerapalle
811,11_C_65_58,KDP_C_71_58_Veeraballi,3,Masapeta   (R),,1191,1191,65505,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,49,Rayachoty,11152490030102,3,Masapeta   (R)
812,11_C_65_58,KDP_C_71_58_Veeraballi,4,Kasba Gollapalli,,0,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,49,Rayachoty,11152490040104,4,Kasba Gollapalli
813,11_C_65_58,KDP_C_71_58_Veeraballi,6,Indukurupalle,,447,447,24585,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,49,Rayachoty,11152490060104,6,Indukurupalle
814,11_C_65_58,KDP_C_71_58_Veeraballi,Z,RF,,,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_58,KDP_C_71_58_Veeraballi,11,YSR Kadapa,38,Veeraballi,,Z,RF
815,11_C_65_59,KDP_C_71_59_Chinnamandem,1,Diguvagottiveedu,,2212,2212,121660,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480010101,1,Diguvagottiveedu
816,11_C_65_59,KDP_C_71_59_Chinnamandem,2,Kalibanda,,1172,1172,64460,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480020102,2,Kalibanda
817,11_C_65_59,KDP_C_71_59_Chinnamandem,3,T.Sakibanda,,4611,4611,253605,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480030103,3,T.Sakibanda
818,11_C_65_59,KDP_C_71_59_Chinnamandem,4,Vandadi,,2003,2003,110165,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480040104,4,Vandadi
819,11_C_65_59,KDP_C_71_59_Chinnamandem,5,Malluru,,4833,4833,265815,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480050105,5,Malluru
820,11_C_65_59,KDP_C_71_59_Chinnamandem,6,Devagudipalle,,2102,2102,115610,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480060107,6,Devagudipalle
821,11_C_65_59,KDP_C_71_59_Chinnamandem,7,Chinnamandem,,10623,10623,584265,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480070108,7,Chinnamandem
822,11_C_65_59,KDP_C_71_59_Chinnamandem,8,Padamatikona,,5431,5431,298705,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480080110,8,Padamatikona
823,11_C_65_59,KDP_C_71_59_Chinnamandem,9,Bonamala,,1528,1528,84040,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,48,Chinnamandem,11152480090111,9,Bonamala
824,11_C_65_59,KDP_C_71_59_Chinnamandem,2,Katimayakunta,,1305,1305,71775,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490020101,2,Katimayakunta
825,11_C_65_59,KDP_C_71_59_Chinnamandem,12,Rayachoty,,91234,91234,5017870,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490120103,12,Rayachoty
826,11_C_65_59,KDP_C_71_59_Chinnamandem,13,Pedda Kalvapalle,,217,217,11935,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490130108,13,Pedda Kalvapalle
827,11_C_65_59,KDP_C_71_59_Chinnamandem,14,Yandapalle,,2762,2762,151910,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490140108,14,Yandapalle
828,11_C_65_59,KDP_C_71_59_Chinnamandem,15,Cherlopalli,,399,399,21945,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490150109,15,Cherlopalli
829,11_C_65_59,KDP_C_71_59_Chinnamandem,16,Gorlamudiveedu,,3283,3283,180565,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490160109,16,Gorlamudiveedu
830,11_C_65_59,KDP_C_71_59_Chinnamandem,17,Yennagupalle,,0,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490170110,17,Yennagupalle
831,11_C_65_59,KDP_C_71_59_Chinnamandem,18,Madhavaram,,5585,5585,307175,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490180110,18,Madhavaram
832,11_C_65_59,KDP_C_71_59_Chinnamandem,19,Botlacheruvu,,638,638,35090,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,49,Rayachoty,11152490190101,19,Botlacheruvu
833,11_C_65_59,KDP_C_71_59_Chinnamandem,Z,RF,,,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_59,KDP_C_71_59_Chinnamandem,11,YSR Kadapa,Z,Chinnamandem,,Z,RF
834,11_C_65_60,KDP_C_71_60_SAMBEPALLI,1,Narayanareddypalle,,3537,3537,194535,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470010101,1,Narayanareddypalle
835,11_C_65_60,KDP_C_71_60_SAMBEPALLI,2,Motakatla,,3475,3475,191125,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470020102,2,Motakatla
836,11_C_65_60,KDP_C_71_60_SAMBEPALLI,3,Gunnikuntla,,1791,1791,98505,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470030103,3,Gunnikuntla
837,11_C_65_60,KDP_C_71_60_SAMBEPALLI,4,Guriginjakunta,,1315,1315,72325,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470040104,4,Guriginjakunta
838,11_C_65_60,KDP_C_71_60_SAMBEPALLI,5,Dudyala,,3495,3495,192225,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470050105,5,Dudyala
839,11_C_65_60,KDP_C_71_60_SAMBEPALLI,7,Sambepalle,,2030,2030,111650,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470070107,7,Sambepalle
840,11_C_65_60,KDP_C_71_60_SAMBEPALLI,8,Routhukunta,,2277,2277,125235,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,47,Sambepalli,11152470080108,8,Routhukunta
841,11_C_65_60,KDP_C_71_60_SAMBEPALLI,5,Abbavaram,,2334,2334,128370,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490050104,5,Abbavaram
842,11_C_65_60,KDP_C_71_60_SAMBEPALLI,7,Sibyala,,4681,4681,257455,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490070105,7,Sibyala
843,11_C_65_60,KDP_C_71_60_SAMBEPALLI,8,Pemmadapalle,,1879,1879,103345,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490080106,8,Pemmadapalle
844,11_C_65_60,KDP_C_71_60_SAMBEPALLI,9,Dullavaripalle,,776,776,42680,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490090107,9,Dullavaripalle
845,11_C_65_60,KDP_C_71_60_SAMBEPALLI,10,Syamalavaripalle,,0,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490100107,10,Syamalavaripalle
846,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,Chennamukkapalle,,7065,7065,388575,,,PENNA,71Cheyyair,Mandavya,11_C_65_60,KDP_C_71_60_SAMBEPALLI,11,YSR Kadapa,49,Rayachoty,11152490110107,11,Chennamukkapalle
847,11_C_65_61,KDP_C_71_61_T.Sundupalli,2,T.Sundupalle,,15015,15015,825825,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,46,T.Sundupalli,11152460020103,2,T.Sundupalle
848,11_C_65_61,KDP_C_71_61_T.Sundupalli,4,Yarramanenipalem,,1220,1220,67100,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,46,T.Sundupalli,11152460040105,4,Yarramanenipalem
849,11_C_65_61,KDP_C_71_61_T.Sundupalli,8,Akkampalle,,245,245,13475,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,46,T.Sundupalli,11152460080103,8,Akkampalle
850,11_C_65_61,KDP_C_71_61_T.Sundupalli,9,Perumallaiahgaripalle,,0,0,0,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,46,T.Sundupalli,11152460090103,9,Perumallaiahgaripalle
851,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,Madithadu,,8210,8210,451550,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,46,T.Sundupalli,11152460110111,11,Madithadu
852,11_C_65_61,KDP_C_71_61_T.Sundupalli,6,Settipalle,,9224,9224,507320,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,47,Sambepalli,11152470060106,6,Settipalle
853,11_C_65_61,KDP_C_71_61_T.Sundupalli,9,Devapatla,,6532,6532,359260,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,47,Sambepalli,11152470090109,9,Devapatla
854,11_C_65_61,KDP_C_71_61_T.Sundupalli,10,Guttapalle,,1469,1469,80795,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,47,Sambepalli,11152470100110,10,Guttapalle
855,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,Sho Somavaram,,1861,1861,102355,,,PENNA,71Cheyyair,Bahudha,11_C_65_61,KDP_C_71_61_T.Sundupalli,11,YSR Kadapa,47,Sambepalli,11152470110111,11,Sho Somavaram
856,11_C_65_62,KDP_C_71_62_Reddivaripalli,3,Bhagampalli,,1059,1059,58245,,,PENNA,71Cheyyair,Bahudha,11_C_65_62,KDP_C_71_62_Reddivaripalli,11,YSR Kadapa,46,T.Sundupalli,11152460030104,3,Bhagampalli
857,11_C_65_62,KDP_C_71_62_Reddivaripalli,5,Reddivaripalle,,2312,2312,127160,,,PENNA,71Cheyyair,Bahudha,11_C_65_62,KDP_C_71_62_Reddivaripalli,11,YSR Kadapa,46,T.Sundupalli,11152460050106,5,Reddivaripalle
858,11_C_65_62,KDP_C_71_62_Reddivaripalli,7,Thimmasamudram,,4783,4783,263065,,,PENNA,71Cheyyair,Bahudha,11_C_65_62,KDP_C_71_62_Reddivaripalli,11,YSR Kadapa,46,T.Sundupalli,11152460070108,7,Thimmasamudram
859,11_C_65_63,KDP_C_71_63_TsundupalleRF,Z,RF,,1,1,55,,,PENNA,71Cheyyair,Pincha,11_C_65_63,KDP_C_71_63_TsundupalleRF,11,YSR Kadapa,46,T.Sundupalli,Z,Z,RF
860,11_C_65_64,KDP_C_71_64_Mudumpadu,1,Pulapathuru,,2018,2018,110990,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,11151390010101,1,Pulapathuru
861,11_C_65_64,KDP_C_71_64_Mudumpadu,2,Mandapalle,,2171,2171,119405,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,11151390020103,2,Mandapalle
862,11_C_65_64,KDP_C_71_64_Mudumpadu,3,Seshamambapuram,,976,976,53680,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,11151390030104,3,Seshamambapuram
863,11_C_65_64,KDP_C_71_64_Mudumpadu,14,Rollabuduguntapalli,,1166,1166,64130,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,11151390140118,14,Rollabuduguntapalli
864,11_C_65_64,KDP_C_71_64_Mudumpadu,15,Rollamadugu,,680,680,37400,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,11151390150119,15,Rollamadugu
865,11_C_65_64,KDP_C_71_64_Mudumpadu,6,Gundlapalle,,3005,3005,165275,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,46,T.Sundupalli,11152460060107,6,Gundlapalle
866,11_C_65_64,KDP_C_71_64_Mudumpadu,12,Chinnaiahgaripalle,,0,0,0,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,46,T.Sundupalli,11152460120113,12,Chinnaiahgaripalle
867,11_C_65_64,KDP_C_71_64_Mudumpadu,13,Peddinenikalva,,4614,4614,253770,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,46,T.Sundupalli,11152460130112,13,Peddinenikalva
868,11_C_65_64,KDP_C_71_64_Mudumpadu,14,Mudampadu,,4053,4053,222915,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,46,T.Sundupalli,11152460140113,14,Mudampadu
869,11_C_65_64,KDP_C_71_64_Mudumpadu,Z,RF,,,0,0,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,46,T.Sundupalli,Z,Z,RF
870,11_C_65_64,KDP_C_71_64_Mudumpadu,Z,RF,,0,0,0,,,PENNA,71Cheyyair,Pincha,11_C_65_64,KDP_C_71_64_Mudumpadu,11,YSR Kadapa,39,Rajampeta,Z,Z,RF
871,11_C_65_66,KDP_C_71_66_Sanipaya,1,Gadikota,,3093,3093,170115,,,PENNA,71Cheyyair,Mandavya,11_C_65_66,KDP_C_71_66_Sanipaya,11,YSR Kadapa,38,Veeraballi,11153380010103,1,Gadikota
872,11_C_65_66,KDP_C_71_66_Sanipaya,2,Yadaballi,,0,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_66,KDP_C_71_66_Sanipaya,11,YSR Kadapa,38,Veeraballi,11153380020101,2,Yadaballi
873,11_C_65_66,KDP_C_71_66_Sanipaya,9,Sanipaya,,3116,3116,171380,,,PENNA,71Cheyyair,Mandavya,11_C_65_66,KDP_C_71_66_Sanipaya,11,YSR Kadapa,38,Veeraballi,11152490090110,9,Sanipaya
874,11_C_65_66,KDP_C_71_66_Sanipaya,Z,RF,,,0,0,,,PENNA,71Cheyyair,Mandavya,11_C_65_66,KDP_C_71_66_Sanipaya,11,YSR Kadapa,Z,Veeraballi,,Z,RF
875,11_C_65_67,KDP_C_71_67_RAJAMPET,4,Gundluru,,2149,2149,118195,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390040105,4,Gundluru
876,11_C_65_67,KDP_C_71_67_RAJAMPET,5,Tallapaka,,7658,7658,421190,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390050106,5,Tallapaka
877,11_C_65_67,KDP_C_71_67_RAJAMPET,6,Madana Gopalapuram,,526,526,28930,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390060108,6,Madana Gopalapuram
878,11_C_65_67,KDP_C_71_67_RAJAMPET,7,Kitcha mambapuram,,1813,1813,99715,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390070109,7,Kitcha mambapuram
879,11_C_65_67,KDP_C_71_67_RAJAMPET,8,Sitaramapuram,,576,576,31680,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390080110,8,Sitaramapuram
880,11_C_65_67,KDP_C_71_67_RAJAMPET,9,Poli,,5248,5248,288640,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390090112,9,Poli
881,11_C_65_67,KDP_C_71_67_RAJAMPET,10,Rajampeta,,57227,57227,3147485,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390100113,10,Rajampeta
882,11_C_65_67,KDP_C_71_67_RAJAMPET,11,Hastavaram,,2264,2264,124520,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390110115,11,Hastavaram
883,11_C_65_67,KDP_C_71_67_RAJAMPET,12,Kothapalle,,709,709,38995,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390120116,12,Kothapalle
884,11_C_65_67,KDP_C_71_67_RAJAMPET,13,Akepadu,,3261,3261,179355,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390130117,13,Akepadu
