Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
109,11_C_65_11,KDP_C_65_11_CHENNURU,11,Kammavaripalli,,1473,1473,81015,,,PENNA,65_PENNA,Chinthalavanka,11_C_65_11,KDP_C_65_11_CHENNURU,11,YSR Kadapa,32,Chintakommadinne,11153320110105,11,Kammavaripalli
110,11_C_65_11,KDP_C_65_11_CHENNURU,13,Apparajupalli,462,,462,25410,,,PENNA,65_PENNA,Chinthalavanka,11_C_65_11,KDP_C_65_11_CHENNURU,11,YSR Kadapa,32,Chintakommadinne,11153320130108,13,Apparajupalli
111,11_C_65_11,KDP_C_65_11_CHENNURU,12,Ganganapalli,,3018,3018,165990,,,PENNA,65_PENNA,Chinthalavanka,11_C_65_11,KDP_C_65_11_CHENNURU,11,YSR Kadapa,33,Pendlimarri,11153330120109,12,Ganganapalli
112,11_C_65_11,KDP_C_65_11_CHENNURU,13,Tippireddypalli,,3351,3351,184305,,,PENNA,65_PENNA,Chinthalavanka,11_C_65_11,KDP_C_65_11_CHENNURU,11,YSR Kadapa,33,Pendlimarri,11153330130110,13,Tippireddypalli
113,11_C_65_11,KDP_C_65_11_CHENNURU,26,K.Giriyampalli,,732,732,40260,,,PENNA,65_PENNA,Chinthalavanka,11_C_65_11,KDP_C_65_11_CHENNURU,11,YSR Kadapa,33,Pendlimarri,11159330260119,26,K.Giriyampalli
114,11_C_65_12,KDP_C_65_12_KADAPA,1,Guduru,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154810030000,1,Guduru
115,11_C_65_12,KDP_C_65_12_KADAPA,2,Pathacuddapah,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310020102,2,Pathacuddapah
116,11_C_65_12,KDP_C_65_12_KADAPA,3,Ukkayapalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154810080000,3,Ukkayapalli
117,11_C_65_12,KDP_C_65_12_KADAPA,4,Chemmumiyapet,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310040106,4,Chemmumiyapet
118,11_C_65_12,KDP_C_65_12_KADAPA,5,Akkyapalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154810030000,5,Akkyapalli
119,11_C_65_12,KDP_C_65_12_KADAPA,6,Palempalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154810050000,6,Palempalli
120,11_C_65_12,KDP_C_65_12_KADAPA,7,Chinnachowk,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310070109,7,Chinnachowk
121,11_C_65_12,KDP_C_65_12_KADAPA,8,Ramarajupalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310080107,8,Ramarajupalli
122,11_C_65_12,KDP_C_65_12_KADAPA,9,Nagarajupet,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310090108,9,Nagarajupet
123,11_C_65_12,KDP_C_65_12_KADAPA,10,Cuddapah,318916,,318916,17540380,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154810010000,10,Cuddapah
124,11_C_65_12,KDP_C_65_12_KADAPA,11,Putlampalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,31,Kadapa,11154310110110,11,Putlampalli
125,11_C_65_12,KDP_C_65_12_KADAPA,12,Chintakommadinne,8661,,8661,476355,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320120106,12,Chintakommadinne
126,11_C_65_12,KDP_C_65_12_KADAPA,14,Utukuru,23404,,23404,1287220,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320140109,14,Utukuru
127,11_C_65_12,KDP_C_65_12_KADAPA,15,Viswanathapuram,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11154320150109,15,Viswanathapuram
128,11_C_65_12,KDP_C_65_12_KADAPA,16,Mamillapalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11154320160110,16,Mamillapalli
129,11_C_65_12,KDP_C_65_12_KADAPA,17,Buggalapalli,1826,,1826,100430,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320170111,17,Buggalapalli
130,11_C_65_12,KDP_C_65_12_KADAPA,18,Rudraiahgaripalli,0,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320180111,18,Rudraiahgaripalli
131,11_C_65_12,KDP_C_65_12_KADAPA,19,Buggaletipalli,527,,527,28985,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320190111,19,Buggaletipalli
132,11_C_65_12,KDP_C_65_12_KADAPA,20,Kolumulapalli,3013,,3013,165715,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320200112,20,Kolumulapalli
133,11_C_65_12,KDP_C_65_12_KADAPA,21,Jamalpalli,1677,,1677,92235,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320210113,21,Jamalpalli
134,11_C_65_12,KDP_C_65_12_KADAPA,22,Chinnakampalli,1445,,1445,79475,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320220113,22,Chinnakampalli
135,11_C_65_12,KDP_C_65_12_KADAPA,23,Peddakampalli,490,,490,26950,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320230113,23,Peddakampalli
136,11_C_65_12,KDP_C_65_12_KADAPA,24,Ippenta,3708,,3708,203940,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,32,Chintakommadinne,11153320240113,24,Ippenta
137,11_C_65_12,KDP_C_65_12_KADAPA,Z,RF,,,0,0,,,PENNA,65_PENNA,Buggavanka,11_C_65_12,KDP_C_65_12_KADAPA,11,YSR Kadapa,Z,RF,,Z,RF
138,11_C_65_16,KDP_C_67_16_KONDAPURAM,24,Kondapuram,6433,,6433,353815,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010240119,24,Kondapuram
139,11_C_65_16,KDP_C_67_16_KONDAPURAM,25,Obannapet,1054,,1054,57970,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010250120,25,Obannapet
140,11_C_65_16,KDP_C_67_16_KONDAPURAM,27,Anantapuram,669,,669,36795,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010270121,27,Anantapuram
141,11_C_65_16,KDP_C_67_16_KONDAPURAM,28,Penujuvvi,0,,0,0,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010280122,28,Penujuvvi
142,11_C_65_16,KDP_C_67_16_KONDAPURAM,32,Pottipadu,792,,792,43560,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010320127,32,Pottipadu
143,11_C_65_16,KDP_C_67_16_KONDAPURAM,33,Donkupalli,152,,152,8360,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010330127,33,Donkupalli
144,11_C_65_16,KDP_C_67_16_KONDAPURAM,34,S.Timmapuram,1273,,1273,70015,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010340122,34,S.Timmapuram
145,11_C_65_16,KDP_C_67_16_KONDAPURAM,35,Lavanur,,1897,1897,104335,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010350128,35,Lavanur
146,11_C_65_16,KDP_C_67_16_KONDAPURAM,36,Chinnamanenipalli,,166,166,9130,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010360128,36,Chinnamanenipalli
147,11_C_65_16,KDP_C_67_16_KONDAPURAM,37,Lingamanenipalli,,0,0,0,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010370127,37,Lingamanenipalli
148,11_C_65_16,KDP_C_67_16_KONDAPURAM,38,Venkaiahkalva,1235,,1235,67925,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,1,Kondapuram,11158010380129,38,Venkaiahkalva
149,11_C_65_16,KDP_C_67_16_KONDAPURAM,1,Pydipalem,993,,993,54615,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,18,Simhadripuram,11160180010101,1,Pydipalem
150,11_C_65_16,KDP_C_67_16_KONDAPURAM,2,Chavvaripalli,542,,542,29810,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,18,Simhadripuram,11160180020102,2,Chavvaripalli
151,11_C_65_16,KDP_C_67_16_KONDAPURAM,4,Devathapuram,156,,156,8580,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,18,Simhadripuram,11160180040104,4,Devathapuram
152,11_C_65_16,KDP_C_67_16_KONDAPURAM,Z,RF,,,0,0,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_16,KDP_C_67_16_KONDAPURAM,11,YSR Kadapa,Z,RF,,Z,RF
153,11_C_65_17,KDP_C_67_17_ETURU,23,Yeturu,1990,,1990,109450,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_17,KDP_C_67_17_ETURU,11,YSR Kadapa,1,Kondapuram,11158010230116,23,Yeturu
154,11_C_65_17,KDP_C_67_17_ETURU,29,Beduduru,2219,,2219,122045,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_17,KDP_C_67_17_ETURU,11,YSR Kadapa,1,Kondapuram,11158010290123,29,Beduduru
155,11_C_65_17,KDP_C_67_17_ETURU,30,Yanamalachintala,1158,,1158,63690,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_17,KDP_C_67_17_ETURU,11,YSR Kadapa,1,Kondapuram,11158010300126,30,Yanamalachintala
156,11_C_65_17,KDP_C_67_17_ETURU,31,Sivapuram,0,,0,0,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_17,KDP_C_67_17_ETURU,11,YSR Kadapa,1,Kondapuram,11158010310126,31,Sivapuram
157,11_C_65_18,KDP_C_67_18_PARNAPALLI,1,Komanutala,4187,,4187,230285,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_18,KDP_C_67_18_PARNAPALLI,11,YSR Kadapa,19,Lingala,11160190010101,1,Komanutala
158,11_C_65_18,KDP_C_67_18_PARNAPALLI,2,Velidandla,2102,,2102,115610,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_18,KDP_C_67_18_PARNAPALLI,11,YSR Kadapa,19,Lingala,11160190020102,2,Velidandla
159,11_C_65_18,KDP_C_67_18_PARNAPALLI,18,Parnapalli,3756,,3756,206580,,,PENNA,67_Chitravathi,Chitravathi,11_C_65_18,KDP_C_67_18_PARNAPALLI,11,YSR Kadapa,19,Lingala,11160190180115,18,Parnapalli
160,11_C_65_19,KDP_C_68_19_T.M.PATNAM,1,Chinnaventurla,,666,666,36630,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020010101,1,Chinnaventurla
161,11_C_65_19,KDP_C_68_19_T.M.PATNAM,2,B. Venkatapuram,,0,0,0,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020020101,2,B. Venkatapuram
162,11_C_65_19,KDP_C_68_19_T.M.PATNAM,3,Bestavemula,,1250,1250,68750,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020030101,3,Bestavemula
163,11_C_65_19,KDP_C_68_19_T.M.PATNAM,4,Kallutla,,843,843,46365,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020040102,4,Kallutla
164,11_C_65_19,KDP_C_68_19_T.M.PATNAM,5,A.Kambaladinne,,370,370,20350,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020050102,5,A.Kambaladinne
165,11_C_65_19,KDP_C_68_19_T.M.PATNAM,6,Nawabpet,,1267,1267,69685,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020060103,6,Nawabpet
166,11_C_65_19,KDP_C_68_19_T.M.PATNAM,7,Chinnakomerla,3791,,3791,208505,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020070104,7,Chinnakomerla
167,11_C_65_19,KDP_C_68_19_T.M.PATNAM,8,Dugganapalli,,145,145,7975,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020080103,8,Dugganapalli
168,11_C_65_19,KDP_C_68_19_T.M.PATNAM,9,Talamanchipatnam,,854,854,46970,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020090106,9,Talamanchipatnam
169,11_C_65_19,KDP_C_68_19_T.M.PATNAM,10,Madhavaram,,370,370,20350,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020100106,10,Madhavaram
170,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,Golla Uppalapadu,,166,166,9130,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020110106,11,Golla Uppalapadu
171,11_C_65_19,KDP_C_68_19_T.M.PATNAM,12,Gollapalli,,604,604,33220,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020120107,12,Gollapalli
172,11_C_65_19,KDP_C_68_19_T.M.PATNAM,13,Vaddiralla,,1356,1356,74580,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020130107,13,Vaddiralla
173,11_C_65_19,KDP_C_68_19_T.M.PATNAM,14,Dhannavada,,851,851,46805,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020140107,14,Dhannavada
174,11_C_65_19,KDP_C_68_19_T.M.PATNAM,15,Murapandi,,1203,1203,66165,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020150108,15,Murapandi
175,11_C_65_19,KDP_C_68_19_T.M.PATNAM,16,Nakkavanipalli,,204,204,11220,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020160108,16,Nakkavanipalli
176,11_C_65_19,KDP_C_68_19_T.M.PATNAM,17,Dhodium,,1426,1426,78430,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020170109,17,Dhodium
177,11_C_65_19,KDP_C_68_19_T.M.PATNAM,18,Kona Anantapuram,,261,261,14355,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020180106,18,Kona Anantapuram
178,11_C_65_19,KDP_C_68_19_T.M.PATNAM,19,Ramachandrayapalli,,951,951,52305,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020190110,19,Ramachandrayapalli
179,11_C_65_19,KDP_C_68_19_T.M.PATNAM,20,Ponnampalli,,1372,1372,75460,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020200111,20,Ponnampalli
180,11_C_65_19,KDP_C_68_19_T.M.PATNAM,21,Thorrivemula,2639,,2639,145145,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020210112,21,Thorrivemula
181,11_C_65_19,KDP_C_68_19_T.M.PATNAM,23,Veparala,6712,,6712,369160,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020230115,23,Veparala
182,11_C_65_19,KDP_C_68_19_T.M.PATNAM,27,M.Kambaladinne,,1075,1075,59125,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020270118,27,M.Kambaladinne
183,11_C_65_19,KDP_C_68_19_T.M.PATNAM,29,DommaraNandyala,8337,,8337,458535,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,2,Mylavaram,11158020290114,29,DommaraNandyala
184,11_C_65_19,KDP_C_68_19_T.M.PATNAM,12,Garisalur,330,,330,18150,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030120110,12,Garisalur
185,11_C_65_19,KDP_C_68_19_T.M.PATNAM,14,Chinnamudium,475,,475,26125,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030140112,14,Chinnamudium
186,11_C_65_19,KDP_C_68_19_T.M.PATNAM,18,Bodithippanapadu,1292,,1292,71060,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030180113,18,Bodithippanapadu
187,11_C_65_19,KDP_C_68_19_T.M.PATNAM,19,Bhutamapuram,,531,531,29205,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030190114,19,Bhutamapuram
188,11_C_65_19,KDP_C_68_19_T.M.PATNAM,20,Bheemagundam,,1078,1078,59290,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030200115,20,Bheemagundam
189,11_C_65_19,KDP_C_68_19_T.M.PATNAM,21,Gundlakunta,1665,,1665,91575,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030210116,21,Gundlakunta
190,11_C_65_19,KDP_C_68_19_T.M.PATNAM,22,Medidinne,566,,566,31130,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030220117,22,Medidinne
191,11_C_65_19,KDP_C_68_19_T.M.PATNAM,23,Chadipiralladinne,435,,435,23925,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030230110,23,Chadipiralladinne
192,11_C_65_19,KDP_C_68_19_T.M.PATNAM,25,Chinnapasupula,462,,462,25410,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,3,Peddamudium,11158030250119,25,Chinnapasupula
193,11_C_65_19,KDP_C_68_19_T.M.PATNAM,1,Salevariuppaluru,2436,,2436,133980,,,PENNA,68_Kundu,Tigaleru,11_C_65_19,KDP_C_68_19_T.M.PATNAM,11,YSR Kadapa,16,Jammalamadugu,11158160010101,1,Salevariuppaluru
194,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,1,Kondasunkesula,,2099,2099,115445,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030010101,1,Kondasunkesula
195,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,2,Diguvakalvatala,,1521,1521,83655,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030020102,2,Diguvakalvatala
196,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,3,Papayapalli,,1000,1000,55000,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030030103,3,Papayapalli
197,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,4,Nagireddypalli,,0,0,0,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030040103,4,Nagireddypalli
198,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,5,Nagarajupalli,,313,313,17215,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030050104,5,Nagarajupalli
199,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,15,Paluru,1846,,1846,101530,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030150104,15,Paluru
200,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,16,Gopalapuram,0,,0,0,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030160104,16,Gopalapuram
201,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,17,B.Venkatapuram,0,,0,0,,,PENNA,68_Kundu,Local Strm,11_C_65_20,KDP_C_68_20_DIGUVAKALVATALA,11,YSR Kadapa,3,Peddamudium,11158030170113,17,B.Venkatapuram
202,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,6,Peddamudium,2486,,2486,136730,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030060105,6,Peddamudium
203,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,7,Suddapalli,2377,,2377,130735,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030070106,7,Suddapalli
204,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,8,Jangalapalli,2558,,2558,140690,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030080107,8,Jangalapalli
205,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,9,J.Kothapalli,1349,,1349,74195,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030090108,9,J.Kothapalli
206,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,10,Uppaluru,277,,277,15235,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030100109,10,Uppaluru
207,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,13,Balapanagudur,384,,384,21120,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,3,Peddamudium,11158030130111,13,Balapanagudur
208,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,1,Gopayapalli,1113,,1113,61215,,,PENNA,68_Kundu,Local Strm,11_C_65_21,KDP_C_68_21_PEDDAMUDIUM,11,YSR Kadapa,4,Rajupalem,11157040010101,1,Gopayapalli
209,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,Nemalladinne,1378,,1378,75790,,,PENNA,68_Kundu,Local Strm,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,YSR Kadapa,3,Peddamudium,11158030110110,11,Nemalladinne
210,11_C_65_22,KDP_C_68_22_RAJUPALEM,24,N.Kottalapalli,1139,,1139,62645,,,PENNA,68_Kundu,Local Strm,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,YSR Kadapa,3,Peddamudium,11158030240118,24,N.Kottalapalli
211,11_C_65_22,KDP_C_68_22_RAJUPALEM,26,Peddapasupala,5203,,5203,286165,,,PENNA,68_Kundu,Local Strm,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,YSR Kadapa,3,Peddamudium,11158030260120,26,Peddapasupala
212,11_C_65_22,KDP_C_68_22_RAJUPALEM,27,Ulavapalli,504,,504,27720,,,PENNA,68_Kundu,Local Strm,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,YSR Kadapa,3,Peddamudium,11158030270121,27,Ulavapalli
213,11_C_65_22,KDP_C_68_22_RAJUPALEM,2,Vellala,1646,,1646,90530,,,PENNA,68_Kundu,Local Strm,11_C_65_22,KDP_C_68_22_RAJUPALEM,11,YSR Kadapa,4,Rajupalem,11157040020102,2,Vellala
