Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
1213,09_C_73_25,NLR_C_73_RAMASAGARAM,23,Samudralavari khandrika,,164,164,9020,,
1214,09_C_73_25,NLR_C_73_RAMASAGARAM,24,Adhvnnapu Narayanakat,,232,232,12760,,
1215,09_C_73_25,NLR_C_73_RAMASAGARAM,29,Thokalapudi,,279,279,15345,,
1216,09_C_73_25,NLR_C_73_RAMASAGARAM,30,Lingasamudram,,812,812,44660,,
1217,09_C_73_25,NLR_C_73_RAMASAGARAM,31,Mittapalli,,863,863,47465,,
1218,09_C_73_25,NLR_C_73_RAMASAGARAM,36,Anantamadugu,,1762,1762,96910,,
1220,09_C_73_24,NLR_C_73_RAPUR,0,Rapur Velikonda hills,,,0,0,,
1221,09_C_73_24,NLR_C_73_RAPUR,0,Veligonda hills,,,0,0,,
1222,09_C_73_24,NLR_C_73_RAPUR,29,Bojjanapalli,,356,356,19580,,
1223,09_C_73_24,NLR_C_73_RAPUR,30,Raviguntapalli,,449,449,24695,,
1224,09_C_73_24,NLR_C_73_RAPUR,31,Rapur,,13154,13154,723470,,
1225,09_C_73_24,NLR_C_73_RAPUR,33,Pangili,,1985,1985,109175,,
1226,09_C_73_24,NLR_C_73_RAPUR,34,Koturupadu,,747,747,41085,,
1227,09_C_73_24,NLR_C_73_RAPUR,35,Bandepalli,,413,413,22715,,
1228,09_C_73_24,NLR_C_73_RAPUR,36,Siddavaram,,1614,1614,88770,,
1229,09_C_73_24,NLR_C_73_RAPUR,37,Puligalapadu,,715,715,39325,,
1230,09_C_73_24,NLR_C_73_RAPUR,38,Jorepalli,,1918,1918,105490,,
1231,09_C_73_24,NLR_C_73_RAPUR,39,Jorepalli Akkamambapuram,,580,580,31900,,
1232,09_C_73_24,NLR_C_73_RAPUR,25,Kommipadu,,2233,2233,122815,,
1233,09_C_73_21,NLR_C_73_RAPUR,26,Edula kandriga,,,0,0,,
1234,09_C_73_24,NLR_C_73_RAPUR,27,Potegunta,,1775,1775,97625,,
1235,09_C_73_24,NLR_C_73_RAPUR,28,Cheekavolu,,2168,2168,119240,,
1236,09_C_73_24,NLR_C_73_RAPUR,32,Vemulachedu,,782,782,43010,,
1237,09_C_73_24,NLR_C_73_RAPUR,33,Nalabotlapalle,,306,306,16830,,
1238,09_C_73_24,NLR_C_73_RAPUR,34,Patalapalle,,238,238,13090,,
1239,09_C_73_24,NLR_C_73_RAPUR,35,Palur,,1363,1363,74965,,
1240,09_C_73_24,NLR_C_73_RAPUR,0,Veligondla hills,,,0,0,,
1241,09_C_73_24,NLR_C_73_RAPUR,3,Madhavaiahpalem,,994,994,54670,,
1242,09_C_73_24,NLR_C_73_RAPUR,4,Cherlopalli,,25,25,1375,,
1243,09_C_73_24,NLR_C_73_RAPUR,5,Velikallu,,1828,1828,100540,,
1244,09_C_73_24,NLR_C_73_RAPUR,6,Veera Kummara Yachasamudram,,409,409,22495,,
1245,09_C_73_24,NLR_C_73_RAPUR,7,swarna Yachasamudram,,0,0,0,,
1246,09_C_73_24,NLR_C_73_RAPUR,8,Marlagunta,,1156,1156,63580,,
1247,09_C_73_24,NLR_C_73_RAPUR,21,Daggavolu,,2354,2354,129470,,
1249,09_C_73_31,NLR_C_73_VENKATAGIRI,0,Veligondla hills,,,0,0,,
1250,09_C_73_31,NLR_C_73_VENKATAGIRI,26,Ramasastrulavari Khandriga,,133,133,7315,,
1251,09_C_73_31,NLR_C_73_VENKATAGIRI,29,Venkatagiri,,50408,50408,2772440,,
1252,09_C_73_31,NLR_C_73_VENKATAGIRI,34,Somasanigunta,,1103,1103,60665,,
1253,09_C_73_31,NLR_C_73_VENKATAGIRI,36,Thripuranthaka Bhatlapa,,287,287,15785,,
1254,09_C_73_31,NLR_C_73_VENKATAGIRI,37,Dacheruvu,,349,349,19195,,
1255,09_C_73_31,NLR_C_73_VENKATAGIRI,38,Dharma Chatlavarikhandr,,203,203,11165,,
1256,09_C_73_31,NLR_C_73_VENKATAGIRI,39,Vaddipalle,,87,87,4785,,
1257,09_C_73_31,NLR_C_73_VENKATAGIRI,47,Akbarnivasa Khandrika,,230,230,12650,,
1258,09_C_73_31,NLR_C_73_VENKATAGIRI,48,Kylasanadhapuram,,0,0,0,,
1259,09_C_73_31,NLR_C_73_VENKATAGIRI,49,Madichenu Khandrika,,0,0,0,,
1260,09_C_73_31,NLR_C_73_VENKATAGIRI,50,Sunkaravaripalle,,110,110,6050,,
1261,09_C_73_31,NLR_C_73_VENKATAGIRI,51,Chinthalapalle Vari Kha,,271,271,14905,,
1262,09_C_73_31,NLR_C_73_VENKATAGIRI,52,J.Appalacharyula Khandr,,0,0,0,,
1263,09_C_73_31,NLR_C_73_VENKATAGIRI,53,Chelikampadu Mannegunta,,0,0,0,,
1264,09_C_73_31,NLR_C_73_VENKATAGIRI,54,Chelikampadu,,888,888,48840,,
1265,09_C_73_31,NLR_C_73_VENKATAGIRI,55,Chintagunta Venganna Khandrika,,0,0,0,,
1266,09_C_73_31,NLR_C_73_VENKATAGIRI,56,Kurjagunta,,457,457,25135,,
1267,09_C_73_31,NLR_C_73_VENKATAGIRI,57,Mannegunta,,278,278,15290,,
1268,09_C_73_31,NLR_C_73_VENKATAGIRI,58,Basavaya Gunta,,11,11,605,,
1269,09_C_73_31,NLR_C_73_VENKATAGIRI,59,Poolarangadupalle,,196,196,10780,,
1270,09_C_73_31,NLR_C_73_VENKATAGIRI,60,Manulapeta (Venkatagiri muncipality),,1300,1300,71500,,
,,1,1,1,1,1,1,1,1,1
