"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge"
,,,,"mts","mts","mts","( degrees )","mts","( m.sq mts.)","( ha.m/d/m.sq.m )","Monsoon ","N-Monsoon","Monsoon ","Non-Monsoon","( ha.m )"
154,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Budavada",3600,1.5,4,30,7.6,0.02736,15,30,90,12.312,36.936,49.248
155,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","R.L.Puram",3200,1.5,4,30,7.6,0.02432,15,30,90,10.944,32.832,43.776
156,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Mylavaram",1600,1,2.5,30,4.9,0.00784,15,30,90,3.528,10.584,14.112
157,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Pulikonda",4400,1,2.5,30,4.9,0.02156,15,30,90,9.702,29.106,38.808
158,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Ravipadu",4800,1,2.5,30,4.9,0.02352,15,30,90,10.584,31.752,42.336
159,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Busarlapalli",3200,1,2.5,30,4.9,0.01568,15,30,90,7.056,21.168,28.224
160,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","G.Lakshmipuram",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
161,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Ramachandrapuram",1200,1,2.5,30,4.9,0.00588,15,30,90,2.646,7.938,10.584
162,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Pidathalapudi",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
163,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Gonuguntla",2400,1,2.5,30,4.9,0.01176,15,30,90,5.292,15.876,21.168
164,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Tripurasundaripuram",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
165,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","China Uyyalavada",800,1,2.5,30,4.9,0.00392,15,30,90,1.764,5.292,7.056
166,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Gummalampadu",2200,1,2.5,30,4.9,0.01078,15,30,90,4.851,14.553,19.404
167,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Enikapadu",1200,1,2.5,30,4.9,0.00588,15,30,90,2.646,7.938,10.584
168,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","B.Machavaram(Madduluru)",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
169,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Mattipadu(Vemulapadu)",2000,1,2.5,30,4.9,0.0098,15,30,90,4.41,13.23,17.64
170,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Chilakapadu",3600,1,2.5,30,4.9,0.01764,15,30,90,7.938,23.814,31.752
171,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","P.Takkellapadu",3600,1,2.5,30,4.9,0.01764,15,30,90,7.938,23.814,31.752
172,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Konaganivaripalem",,1,2.5,30,4.9,0,15,30,90,0,0,0
173,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","S.N.Puram",2800,1,2.5,30,4.9,0.01372,15,30,90,6.174,18.522,24.696
174,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Boddikurapadu",2600,1,2.5,30,4.9,0.01274,15,30,90,5.733,17.199,22.932
