,,,,CA,NCA,PQA,,,,,
,,,,Industrial,Industrial,Industrial,,,,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total ,,,,
1180,08-c-61-52,PKM_C_MN_Pamuru,Malakondapuram,,,,0,,,,
1181,08-c-61-52,PKM_C_MN_Pamuru,R.F,,,,0,,,,
1182,08-C-57-01,PKM-C-GKM-Y.PALEM,Y-palem,,,,0,,,,
1183,08-C-57-01,PKM-C-GKM-Y.PALEM,Venkatadripalem,,,,0,,,,
1184,08-C-57-01,PKM-C-GKM-Y.PALEM,Kolukula,,,,0,,,,
1185,08-C-57-01,PKM-C-GKM-Y.PALEM,Millampalli,,,,0,,,,
1186,08-C-57-01,PKM-C-GKM-Y.PALEM,Allipalem(RF),,,,0,,,,
1187,08-C-57-01,PKM-C-GKM-Y.PALEM,T.R.Cheruvu(RF),,,,0,,,,
1188,08-C-57-01,PKM-C-GKM-Y.PALEM,Daddanala(RF),,,,0,,,,
1189,08-C-57-01,PKM-C-GKM-Y.PALEM,Madamachalama(RF),,,,0,,,,
1190,08-C-57-01,PKM-C-GKM-Y.PALEM,Suddakuntapenta(RF),,,,0,,,,
1191,08-C-57-01,PKM-C-GKM-Y.PALEM,RAYAVARAM,,,,0,,,,
1192,08-C-57-01,PKM-C-GKM-Y.PALEM,Rf,,,,0,,,,
1193,08-C-60-40,PKM-C-PL-P.C.PALLI,Talakondapadu,,,,0,,,,
1194,08-C-60-40,PKM-C-PL-P.C.PALLI,Muddapadu,,,,0,,,,
1195,08-C-60-40,PKM-C-PL-P.C.PALLI,Battupalli,,,,0,,,,
1196,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.Alavalapadu,,,,0,,,,
1197,08-C-60-40,PKM-C-PL-P.C.PALLI,Neredupalli,,,,0,,,,
1198,08-C-60-40,PKM-C-PL-P.C.PALLI,Potavaram,,,,0,,,,
1199,08-C-60-40,PKM-C-PL-P.C.PALLI,Marella,,,,0,,,,
1200,08-C-60-40,PKM-C-PL-P.C.PALLI,Ramagovindapuram,,,,0,,,,
1201,08-C-60-40,PKM-C-PL-P.C.PALLI,P.C.PALLI,,,,0,,,,
1202,08-C-60-40,PKM-C-PL-P.C.PALLI,Murugummi,,,,0,,,,
1203,08-C-60-40,PKM-C-PL-P.C.PALLI,Ch.varimadugu,,,,0,,,,
1204,08-C-60-40,PKM-C-PL-P.C.PALLI,Pitchiguntapalli,,,,0,,,,
1205,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.varimadugu,,,,0,,,,
1206,08-C-60-40,PKM-C-PL-P.C.PALLI,Gosigundla,,,,0,,,,
1207,08-C-60-40,PKM-C-PL-P.C.PALLI,Vepagumpalli,,,,0,,,,
1208,08-C-60-40,PKM-C-PL-P.C.PALLI,Chintagumpalli,,,,0,,,,
1209,08-C-60-40,PKM-C-PL-P.C.PALLI,Vithalapuram,,,,0,,,,
1210,08-C-60-40,PKM-C-PL-P.C.PALLI,Pd.Irlapadu,,,,0,,,,
1211,08-C-60-40,PKM-C-PL-P.C.PALLI,Viswanadhapuram,,,,0,,,,
