Sr.No,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,,,,,Industrial,,,,,,,,,,,,,,,,Watershed name
,Watershed name,Type of well,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,,,,,yield,No.of ,Days of operation of wells          ,,,,,,,,,,,,,,GNT_C_54_Amarthaluru
,,,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,,,,,lph,wells,Monsoon,Non - Monsoon,,,,,,,,,,,,,GNT_C_54_Bapatla
249,GNT-D-50-Atcham.-Atchampeta,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
250,GNT-D-50-Atcham.-Atchampeta,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
251,GNT-D-50-Atcham.-Atchampeta,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
252,GNT-D-50-Atcham.-Atchampeta,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
253,GNT-D-50-Challa-Challagundla,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
254,GNT-D-50-Challa-Challagundla,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
255,GNT-D-50-Challa-Challagundla,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
256,GNT-D-50-Challa-Challagundla,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
257,GNT-D-50-Challa-Challagundla,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
258,GNT-D-50-Challa-Challagundla,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
259,GNT-D-50-Challa-Challagundla,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
260,GNT-D-50-Dandi-Gurajala,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
261,GNT-D-50-Dandi-Gurajala,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
262,GNT-D-50-Dandi-Gurajala,BWs,7142.8571428572,50,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
263,GNT-D-50-Dandi-Gurajala,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
264,GNT-D-50-Dandi-Gurajala,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
265,GNT-D-50-Dandi-Gurajala,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
266,GNT-D-50-Dandi-Gurajala,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
267,GNT-D-50-Eddu-Amaravathi,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
268,GNT-D-50-Eddu-Amaravathi,DW+PS/DCB,5714.2857142857,40,30,80,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
269,GNT-D-50-Eddu-Amaravathi,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
270,GNT-D-50-Eddu-Amaravathi,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
271,GNT-D-50-Eddu-Amaravathi,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
272,GNT-D-50-Eddu-Amaravathi,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
273,GNT-D-50-Eddu-Amaravathi,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
274,GNT-D-50-Edumangal-Rentachintala,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
275,GNT-D-50-Edumangal-Rentachintala,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
276,GNT-D-50-Edumangal-Rentachintala,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
277,GNT-D-50-Edumangal-Rentachintala,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
278,GNT-D-50-Edumangal-Rentachintala,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
279,GNT-D-50-Edumangal-Rentachintala,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
280,GNT-D-50-Edumangal-Rentachintala,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
281,GNT-D-50-Erra-2-Piduguralla,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
282,GNT-D-50-Erra-2-Piduguralla,DW+PS/DCB,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
283,GNT-D-50-Erra-2-Piduguralla,BWs,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
284,GNT-D-50-Erra-2-Piduguralla,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
285,GNT-D-50-Erra-2-Piduguralla,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
286,GNT-D-50-Erra-2-Piduguralla,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
287,GNT-D-50-Erra-2-Piduguralla,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
288,GNT-D-50-Erra-1-Rajupalem,DW,3857.1428571429,27,25,60,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
289,GNT-D-50-Erra-1-Rajupalem,DW+PS/DCB,7142.8571428572,50,25,60,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
290,GNT-D-50-Erra-1-Rajupalem,BWs,10714.2857142857,75,25,60,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
291,GNT-D-50-Erra-1-Rajupalem,STW,22000,154,25,60,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
292,GNT-D-50-Erra-1-Rajupalem,MTW,45000,315,25,60,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
293,GNT-D-50-Erra-1-Rajupalem,Deep TW,64285.7142857143,450,25,60,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
294,GNT-D-50-Erra-1-Rajupalem,Filter Points,7142.8571428572,50,25,60,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
295,GNT-D-50-Gadida-Daida,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
296,GNT-D-50-Gadida-Daida,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
297,GNT-D-50-Gadida-Daida,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
298,GNT-D-50-Gadida-Daida,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
299,GNT-D-50-Gadida-Daida,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
300,GNT-D-50-Gadida-Daida,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
301,GNT-D-50-Gadida-Daida,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
302,GNT-D-50-Goli-Thumurukota,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
303,GNT-D-50-Goli-Thumurukota,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
304,GNT-D-50-Goli-Thumurukota,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,60,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
305,GNT-D-50-Goli-Thumurukota,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
306,GNT-D-50-Goli-Thumurukota,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
307,GNT-D-50-Goli-Thumurukota,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
308,GNT-D-50-Goli-Thumurukota,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
309,GNT-D-50-Julakallu-Kesanapalli,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
310,GNT-D-50-Julakallu-Kesanapalli,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
311,GNT-D-50-Julakallu-Kesanapalli,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
312,GNT-D-50-Julakallu-Kesanapalli,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
313,GNT-D-50-Julakallu-Kesanapalli,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
314,GNT-D-50-Julakallu-Kesanapalli,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
315,GNT-D-50-Julakallu-Kesanapalli,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
316,GNT-D-50-Kattela-Thulluru,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
317,GNT-D-50-Kattela-Thulluru,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
318,GNT-D-50-Kattela-Thulluru,BWs,5714.2857142857,40,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
319,GNT-D-50-Kattela-Thulluru,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
320,GNT-D-50-Kattela-Thulluru,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
321,GNT-D-50-Kattela-Thulluru,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
322,GNT-D-50-Kattela-Thulluru,Filter Points,6428.5714285714,45,20,50,857.1428571429,6,120,240,7142.8571428572,50,120,240,7142.8571428572,50,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
323,GNT-D-50-Kondaveeti-Medikonduru,DW,3857.1428571429,27,30,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,30,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
324,GNT-D-50-Kondaveeti-Medikonduru,DW+PS/DCB,4285.7142857143,30,30,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,30,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
325,GNT-D-50-Kondaveeti-Medikonduru,BWs,6428.5714285714,45,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
326,GNT-D-50-Kondaveeti-Medikonduru,STW,22000,154,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
327,GNT-D-50-Kondaveeti-Medikonduru,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,30,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
328,GNT-D-50-Kondaveeti-Medikonduru,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
329,GNT-D-50-Kondaveeti-Medikonduru,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
330,GNT-D-50-Lakshmi-Panidam,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
331,GNT-D-50-Lakshmi-Panidam,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
332,GNT-D-50-Lakshmi-Panidam,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
333,GNT-D-50-Lakshmi-Panidam,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
334,GNT-D-50-Lakshmi-Panidam,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
335,GNT-D-50-Lakshmi-Panidam,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
336,GNT-D-50-Lakshmi-Panidam,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
337,GNT-D-50-Dandi-Gurajala,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
