,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
90,03_F_14_56,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Cherlopalem,0,0,20,4,0,0,24
91,03_F_14_57,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Pallapu Anandapuram,4,1,0,0,0,0,5
92,03_F_14_58,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kumarapuram,5,2,0,0,0,0,7
93,03_F_14_59,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mungapaka,0,0,74,6,0,0,80
94,03_F_14_60,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Arabupalem,15,2,0,0,0,0,17
95,03_F_14_61,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nagulapalli,23,3,0,0,0,0,26
96,03_F_14_62,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vompolu,10,4,0,0,0,0,14
97,03_F_14_63,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vummalada,18,2,0,0,0,0,20
98,03_F_14_64,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nagavaram,0,0,15,4,0,0,19
99,03_F_14_65,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vadrapalli,0,0,12,2,0,0,14
100,03_F_14_66,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rajupeta,0,0,7,1,0,0,8
101,03_F_14_67,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kakarapalli,0,0,5,1,0,0,6
102,03_F_14_68,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Patipalli,0,0,26,6,0,0,32
103,03_F_14_69,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Thotada,0,0,32,5,0,0,37
104,03_F_14_70,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,T.Sirasapalli,0,0,14,4,0,0,18
105,03_F_14_72,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Ganaparti,0,0,9,4,0,0,13
106,03_F_14_73,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Jaggayyapeta,0,0,2,0,0,0,2
107,03_F_14_74,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Narendrapuram,0,0,2,1,0,0,3
