S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,
,,,,mts,mts,mts,( degrees ),mts,( m.sq mts.),( ha.m/d/m.sq.m ),Monsoon ,N-Monsoon,Monsoon ,Non-Monsoon,( ha.m ),,
508,06-I-42-16,Kri-I-42-Agiripalli,Kesarapalli,2011,0.55,1.07,60,2.3401705922,0.0047060831,17.5,95,0,7.8238630888,0,7.8238630888,New thenneru channel,Branch
509,06-I-42-16,Kri-I-42-Agiripalli,Allapuram,,,,,,,,,,,,,,
510,06-I-42-16,Kri-I-42-Agiripalli,Buddavaram,,,,,,,,,,,,,,
511,06-I-42-16,Kri-I-42-Agiripalli,Ajjempudi,110,0.8,0.91,60,2.7575208614,0.0003033273,17.5,95,0,0.5042816275,0,0.5042816275,Unguturu RS channel,Branch
512,06-I-42-16,Kri-I-42-Agiripalli,Ajjempudi,3102,0.68,3.51,60,5.0803927322,0.0157593783,17.5,95,0,26.1999663494,0,26.1999663494,Unguturu main channel,Branch
513,06-I-42-16,Kri-I-42-Agiripalli,Ajjempudi,549,0.5,0.99,60,2.1447005384,0.0011774406,17.5,95,0,1.9574949901,0,1.9574949901,Unguturu LS channel,Branch
514,06-I-42-16,Kri-I-42-Agiripalli,V.N.Puram,,,,,,,,,,,,,,
515,06-I-42-16,Kri-I-42-Agiripalli,Balliparru,3500,0.8,2.4,60,4.2475208614,0.014866323,17.5,0,20,0,5.2032130552,5.2032130552,Kesarapalli minor,Minor 
516,06-I-42-16,Kri-I-42-Agiripalli,Pedaoutapalli,,,,,,,,,,,,,,
517,06-I-42-16,Kri-I-42-Agiripalli,Atkuru,3218,0.55,2.59,60,3.8601705922,0.012422029,17.5,95,0,20.6516231556,0,20.6516231556,Ponikimadu main channel,Branch
518,06-I-42-15,Kri-I-42-Bapulapadu,Anathasagaram,1500,1.2,6.2,60,8.9712812921,0.0134569219,3.5,0,20,0,0.9419845357,0.9419845357,Bapulapadu major,Major
519,06-I-42-15,Kri-I-42-Bapulapadu,Eadulagudem,4500,1.2,6.2,60,8.9712812921,0.0403707658,3.5,0,20,0,2.825953607,2.825953607,Bapulapadu major,Major
520,06-I-42-15,Kri-I-42-Bapulapadu,Kalaturu,1600,1.2,6.2,60,8.9712812921,0.0143540501,3.5,0,20,0,1.0047835047,1.0047835047,Bapulapadu major,Major
521,06-I-42-15,Kri-I-42-Bapulapadu,Krishnavaram,2000,0.8,2.4,60,4.2475208614,0.0084950417,3.5,0,20,0,0.5946529206,0.5946529206,Kesarapalli minor,Minor 
522,06-I-42-15,Kri-I-42-Bapulapadu,Suravaram,1500,0.8,2.9,60,4.7475208614,0.0071212813,3.5,0,20,0,0.4984896904,0.4984896904,Kesarapalli minor,Minor 
523,06-I-42-15,Kri-I-42-Bapulapadu,Sagguru,1600,1.2,6.2,60,8.9712812921,0.0143540501,3.5,0,20,0,1.0047835047,1.0047835047,Bapulapadu major,Major
524,06-I-42-15,Kri-I-42-Bapulapadu,Ravicherla,2500,0.85,2.5,30,5.9,0.01475,3.5,0,20,0,1.0325,1.0325,Nuzvidu major,Major
525,06-I-42-15,Kri-I-42-Bapulapadu,Bapulapadu,1800,0.48,0.8,60,1.9085125168,0.0034353225,17.5,0,20,0,1.2023628856,1.2023628856,Bapulapadu major,Major
526,06-I-42-15,Kri-I-42-Bapulapadu,Mallavalli,3500,0.9,3.85,60,5.9284609691,0.0207496134,17.5,0,20,0,7.2623646871,7.2623646871,Bapulapadu major,Major
527,06-I-42-15,Kri-I-42-Bapulapadu,Mallavalli,2000,0.6,7.5,60,8.8856406461,0.0177712813,17.5,0,20,0,6.2199484522,6.2199484522,Kesarapalli minor,Minor 
528,06-I-42-15,Kri-I-42-Bapulapadu,Remella,2500,0.6,2.6,60,3.9856406461,0.0099641016,17.5,0,20,0,3.4874355653,3.4874355653,Bapulapadu major,Major
529,06-I-42-15,Kri-I-42-Bapulapadu,Singannagudem,,,,60,0,0,17.5,0,20,0,0,0,,
530,06-I-42-15,Kri-I-42-Bapulapadu,Rangannagudem,,,,60,0,0,17.5,0,20,0,0,0,,
531,06-I-42-15,Kri-I-42-Bapulapadu,Shobanadripuram,,,,60,0,0,17.5,0,20,0,0,0,,
532,06-I-42-15,Kri-I-42-Bapulapadu,Veeravalli,1700,0.8,2.1,60,3.9475208614,0.0067107855,17.5,0,20,0,2.3487749125,2.3487749125,Kesarapalli minor,Minor 
533,06-I-42-15,Kri-I-42-Bapulapadu,Veeravalli,3218,0.55,2.29,60,3.5601705922,0.011456629,17.5,95,20,19.0466456556,4.009820138,23.0564657936,Veeravalli No.1 channel ,Branch
534,06-I-42-15,Kri-I-42-Bapulapadu,Kodurupadu,,,,60,0,0,17.5,0,20,0,0,0,,
535,06-I-42-15,Kri-I-42-Bapulapadu,Ampapuram,,,,60,0,0,17.5,0,20,0,0,0,,
536,06-I-42-15,Kri-I-42-Bapulapadu,Veleru,3500,0.85,1.9,60,3.8629909152,0.0135204682,17.5,0,20,0,4.7321638712,4.7321638712,Bapulapadu major,Major
537,06-I-42-15,Kri-I-42-Bapulapadu,Seri Narasannapalem,,,,60,0,0,17.5,0,20,0,0,0,,
538,06-I-42-15,Kri-I-42-Bapulapadu,Bandarugudem,2000,0.8,2.4,60,4.2475208614,0.0084950417,17.5,0,20,0,2.973264603,2.973264603,Kesarapalli minor,Minor 
539,06-I-42-15,Kri-I-42-Bapulapadu,Sagguru Amani,,,,60,0,0,17.5,0,20,0,0,0,,
