Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
235,06-I-40-12,Kri-I-40-Chatrai,02002900,Polavaram,4638,0,4638,255090,,
236,06-I-40-12,Kri-I-40-Chatrai,02002300,Buruggudem,0,1787,1787,98285,,
237,06-I-40-12,Kri-I-40-Chatrai,02001800,Parvathapuram,0,1039,1039,57145,,
238,06-I-40-12,Kri-I-40-Chatrai,02001900,Chinnampeta,0,3337,3337,183535,,
239,06-I-40-12,Kri-I-40-Chatrai,02002000,Kotapadu,0,5325,5325,292875,,
240,06-I-40-12,Kri-I-40-Chatrai,02002100,Mankollu,577,0,577,31735,,
241,06-I-40-12,Kri-I-40-Chatrai,02002200,Pothanapalli,2492,0,2492,137060,,
242,06-I-40-12,Kri-I-40-Chatrai,02001500,Kondaparva,0,3000,3000,165000,,
243,06-I-41-14,Kri-I-41-Nuzvid,02010700,Vattigudipadu,3962,0,3962,217910,,
244,06-I-41-14,Kri-I-41-Nuzvid,02007400,Kothapalli,0,2415,2415,132825,,
245,06-I-41-14,Kri-I-41-Nuzvid,02007500,Billanapalli,0,2433,2433,133815,,
246,06-I-41-14,Kri-I-41-Nuzvid,02007700,Koyyuru,0,1618,1618,88990,,
247,06-I-41-14,Kri-I-41-Nuzvid,02007800,Bommuluru,0,2716,2716,149380,,
248,06-I-41-14,Kri-I-41-Nuzvid,02007900,B.Kandrika,0,249,249,13695,,
249,06-I-41-14,Kri-I-41-Nuzvid,02003900,Korlagunta,0,1736,1736,95480,,
250,06-I-41-14,Kri-I-41-Nuzvid,41602000,Nuzvid,50354,0,50354,2769470,,
251,06-I-41-14,Kri-I-41-Nuzvid,02004900,Digavalli,0,5906,5906,324830,,
252,06-I-41-14,Kri-I-41-Nuzvid,02005000,Mukkullapadu,0,2239,2239,123145,,
253,06-I-41-14,Kri-I-41-Nuzvid,02005100,Annavaram,0,4190,4190,230450,,
254,06-I-41-14,Kri-I-41-Nuzvid,02005200,H.M.Gudem,0,1584,1584,87120,,
255,06-I-41-14,Kri-I-41-Nuzvid,02005300,Venkatayapalem,0,1885,1885,103675,,
256,06-I-41-14,Kri-I-41-Nuzvid,02005800,Boravancha,8444,0,8444,464420,,
257,06-I-41-14,Kri-I-41-Nuzvid,02005900,Pothureddipalli,0,4097,4097,225335,,
258,06-I-41-14,Kri-I-41-Nuzvid,02006000,Jangamagudem,0,2164,2164,119020,,
259,06-I-41-14,Kri-I-41-Nuzvid,02006100,Thukkuluru,0,2644,2644,145420,,
260,06-I-41-14,Kri-I-41-Nuzvid,02006200,Ramannagudem,1121,0,1121,61655,,
261,06-I-41-14,Kri-I-41-Nuzvid,02006300,Polasanapalli,2360,0,2360,129800,,
262,06-I-41-14,Kri-I-41-Nuzvid,02006400,Morsapudi,1644,0,1644,90420,,
263,06-I-41-14,Kri-I-41-Nuzvid,02006500,Devaragunta,0,2181,2181,119955,,
264,06-I-41-14,Kri-I-41-Nuzvid,02006600,Vempadu,0,471,471,25905,,
265,06-I-41-14,Kri-I-41-Nuzvid,02006700,Gollapalli,0,4994,4994,274670,,
266,06-I-41-14,Kri-I-41-Nuzvid,02006800,Meerjapuram,0,4848,4848,266640,,
267,06-I-41-14,Kri-I-41-Nuzvid,02006900,M.N.Plem,0,1799,1799,98945,,
268,06-I-41-14,Kri-I-41-Nuzvid,02007000,Marribandam,2102,0,2102,115610,,
269,06-I-41-14,Kri-I-41-Nuzvid,02007100,Seetharampuram,1498,0,1498,82390,,
270,06-I-41-14,Kri-I-41-Nuzvid,02007200,Pallerlamudi,4244,0,4244,233420,,
271,06-I-42-03,kri-I-42-Ganginenipalem,02012700,Ganginenipalem,2566,0,2566,141130,,
272,06-I-42-03,kri-I-42-Ganginenipalem,02012800,Telladevarapadu,549,0,549,30195,,
273,06-I-42-03,kri-I-42-Ganginenipalem,02012900,Sunnampadu,754,0,754,41470,,
274,06-I-42-03,kri-I-42-Ganginenipalem,02013000,Munagapadu,1390,0,1390,76450,,
275,06-I-42-03,kri-I-42-Ganginenipalem,02013100,Ch.Madhavaram,1725,0,1725,94875,,
